WijkenEnBu,BU_CODE,cbs_l1_totalpo,cbs_l2_childre,cbs_l3_student,cbs_l4_mobile_,cbs_l5_not_mob,cbs_l6_elderly,cbs_l10_wester,cbs_l10_nonwes,cbs_l10_mar,cbs_l10_ant,cbs_l10_sur,cbs_l10_tur,ois_totalpop,ois_Children,ois_Students,ois_MobileAdul,ois_NotMobileA,ois_Elderly,ois_l10_sur,ois_l10_ant,ois_l10_mar,ois_l10_tur,ois_l10_wester,ois_l10_nonwes,ois_gc_2018_children,ois_gc1_2018_children,ois_gc_2018_elderly,ois_gc1_2018_elderly,ois_gc_2018_mar,ois_gc1_2018_mar,ois_gc_2018_mobile_adults,ois_gc1_2018_mobile_adults,ois_gc_2018_not_mobile_adults,ois_gc1_2018_not_mobile_adults,ois_gc_2018_students,ois_gc1_2018_students,ois_gc_2018_totalpop,ois_gc1_2018_totalpop,ois_gc_2018_tur,id,BuurtID,Buurtcode,Oppervlakt,Stadsdeelc,Wijkcode,ois_gc1_2018_tur
Oude Kerk e.o.,BU03630001,705.0,30.0,120.0,365.0,140.0,60.0,250.0,110.0,5.0,10.0,15.0,10.0,704.0,44.0,281.0,183.0,139.0,57.0,14.0,7.0,4.0,7.0,82.0,247.0,56.0,156.0,66.0,179.0,3.0,8.0,210.0,669.0,147.0,421.0,288.0,826.0,767.0,2251.0,2.0,0,03630000000079,A00b,92626.0,A,A00,4.0
Burgwallen Oost,BU03630002,1570.0,100.0,230.0,760.0,330.0,170.0,515.0,295.0,20.0,20.0,30.0,15.0,1573.0,128.0,509.0,443.0,326.0,167.0,32.0,18.0,17.0,14.0,213.0,513.0,103.0,218.0,140.0,290.0,9.0,14.0,398.0,844.0,285.0,616.0,468.0,907.0,1394.0,2875.0,2.0,414,03630000000080,A00c,72477.0,A,A00,8.0
Nes e.o.,BU03630003,350.0,25.0,60.0,185.0,65.0,30.0,125.0,35.0,0.0,5.0,5.0,5.0,352.0,26.0,127.0,109.0,64.0,26.0,2.0,2.0,1.0,3.0,28.0,122.0,28.0,50.0,33.0,50.0,,1.0,89.0,179.0,67.0,117.0,132.0,233.0,349.0,629.0,,1,03630000000081,A00d,57840.0,A,A00,5.0
BG-terrein e.o.,BU03630004,625.0,40.0,80.0,275.0,155.0,80.0,175.0,100.0,10.0,5.0,15.0,5.0,629.0,57.0,176.0,162.0,155.0,79.0,12.0,5.0,10.0,5.0,65.0,173.0,67.0,139.0,79.0,184.0,5.0,8.0,196.0,412.0,162.0,369.0,181.0,479.0,685.0,1583.0,4.0,2,03630000000082,A00e,101289.0,A,A00,10.0
Stationsplein e.o.,BU03630100,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,17.0,,,0.0,55.0,0.0,37.0,2.0,41.0,2.0,161.0,,3,03630000000083,A01a,260454.0,A,A01,
Hemelrijk,BU03630101,600.0,25.0,85.0,340.0,120.0,40.0,235.0,100.0,5.0,10.0,15.0,5.0,603.0,33.0,195.0,219.0,120.0,36.0,15.0,7.0,4.0,4.0,74.0,229.0,38.0,132.0,47.0,148.0,3.0,4.0,248.0,542.0,131.0,387.0,235.0,462.0,699.0,1671.0,,4,03630000000084,A01b,62958.0,A,A01,4.0
Kop Zeedijk,BU03630000,1035.0,45.0,100.0,575.0,250.0,75.0,340.0,175.0,5.0,10.0,25.0,10.0,1035.0,63.0,299.0,352.0,250.0,71.0,25.0,8.0,3.0,11.0,132.0,334.0,58.0,108.0,71.0,131.0,2.0,2.0,308.0,494.0,251.0,400.0,299.0,537.0,987.0,1670.0,1.0,413,03630000000078,A00a,80487.0,A,A00,2.0
Felix Meritisbuurt,BU03630202,2035.0,135.0,240.0,745.0,615.0,315.0,690.0,215.0,5.0,15.0,20.0,20.0,2037.0,202.0,435.0,478.0,611.0,311.0,19.0,14.0,5.0,21.0,156.0,688.0,200.0,350.0,335.0,495.0,5.0,11.0,480.0,799.0,618.0,946.0,433.0,704.0,2066.0,3294.0,5.0,12,03630000000094,A02c,203149.0,A,A02,6.0
Leidsegracht Noord,BU03630203,685.0,45.0,85.0,250.0,195.0,120.0,210.0,85.0,0.0,10.0,5.0,10.0,684.0,68.0,162.0,145.0,193.0,116.0,4.0,7.0,1.0,9.0,64.0,210.0,64.0,137.0,124.0,208.0,1.0,3.0,169.0,313.0,206.0,387.0,159.0,331.0,722.0,1376.0,,13,03630000000095,A02d,69132.0,A,A02,4.0
Spiegelbuurt,BU03630300,810.0,80.0,75.0,355.0,205.0,105.0,300.0,130.0,5.0,10.0,10.0,15.0,813.0,115.0,159.0,232.0,202.0,105.0,9.0,8.0,4.0,16.0,92.0,295.0,111.0,214.0,100.0,241.0,2.0,4.0,206.0,486.0,191.0,397.0,149.0,426.0,757.0,1764.0,3.0,14,03630000000097,A03a,94248.0,A,A03,9.0
Gouden Bocht,BU03630301,130.0,10.0,15.0,50.0,35.0,30.0,40.0,10.0,0.0,0.0,5.0,0.0,131.0,13.0,30.0,30.0,31.0,27.0,2.0,1.0,0.0,0.0,8.0,38.0,14.0,62.0,20.0,51.0,,2.0,38.0,174.0,31.0,115.0,50.0,161.0,153.0,563.0,,15,03630000000098,A03b,55508.0,A,A03,9.0
Van Loonbuurt,BU03630302,1425.0,130.0,190.0,490.0,375.0,260.0,420.0,125.0,5.0,10.0,5.0,15.0,1428.0,195.0,283.0,321.0,371.0,258.0,5.0,11.0,6.0,13.0,88.0,417.0,179.0,352.0,243.0,440.0,,4.0,295.0,574.0,336.0,637.0,232.0,537.0,1285.0,2540.0,5.0,16,03630000000099,A03c,153311.0,A,A03,9.0
Begijnhofbuurt,BU03630106,420.0,10.0,50.0,225.0,75.0,75.0,130.0,75.0,5.0,5.0,5.0,5.0,425.0,19.0,133.0,130.0,71.0,72.0,6.0,3.0,7.0,4.0,55.0,131.0,29.0,62.0,76.0,103.0,2.0,3.0,162.0,248.0,102.0,161.0,195.0,291.0,564.0,865.0,,9,03630000000089,A01g,70628.0,A,A01,2.0
Amstelveldbuurt,BU03630303,1505.0,160.0,210.0,440.0,470.0,240.0,415.0,165.0,5.0,10.0,20.0,20.0,1507.0,224.0,290.0,289.0,466.0,238.0,17.0,7.0,5.0,20.0,116.0,413.0,254.0,332.0,272.0,337.0,3.0,3.0,320.0,479.0,502.0,666.0,314.0,438.0,1662.0,2252.0,3.0,17,03630000000100,A03d,147871.0,A,A03,5.0
Rembrandtpleinbuurt,BU03630304,475.0,20.0,50.0,285.0,85.0,45.0,180.0,100.0,5.0,5.0,0.0,10.0,476.0,26.0,166.0,160.0,83.0,41.0,1.0,3.0,5.0,7.0,84.0,179.0,33.0,60.0,54.0,96.0,5.0,6.0,177.0,261.0,111.0,201.0,177.0,265.0,552.0,883.0,,18,03630000000101,A03e,76817.0,A,A03,
Reguliersbuurt,BU03630305,380.0,20.0,90.0,220.0,55.0,10.0,150.0,105.0,0.0,5.0,5.0,10.0,379.0,29.0,173.0,117.0,51.0,9.0,3.0,6.0,0.0,7.0,86.0,151.0,26.0,51.0,11.0,34.0,1.0,4.0,103.0,176.0,43.0,116.0,146.0,236.0,329.0,613.0,2.0,19,03630023753963,A03f,45477.0,A,A03,2.0
Nieuwendijk Noord,BU03630102,465.0,20.0,80.0,260.0,90.0,25.0,185.0,100.0,5.0,5.0,10.0,5.0,466.0,28.0,180.0,147.0,90.0,21.0,10.0,2.0,3.0,6.0,79.0,182.0,38.0,77.0,23.0,69.0,,2.0,194.0,427.0,109.0,234.0,187.0,442.0,551.0,1249.0,,5,03630000000085,A01c,65985.0,A,A01,3.0
Leidsegracht Zuid,BU03630306,645.0,55.0,85.0,245.0,175.0,105.0,225.0,65.0,5.0,5.0,10.0,0.0,649.0,74.0,141.0,160.0,173.0,101.0,7.0,1.0,3.0,1.0,50.0,226.0,71.0,159.0,96.0,205.0,2.0,3.0,140.0,408.0,172.0,415.0,151.0,407.0,630.0,1594.0,1.0,20,03630023753962,A03g,68646.0,A,A03,5.0
Oosterdokseiland,BU03630400,470.0,55.0,30.0,215.0,135.0,50.0,125.0,115.0,15.0,5.0,35.0,10.0,474.0,65.0,72.0,157.0,132.0,48.0,34.0,4.0,16.0,11.0,51.0,123.0,65.0,66.0,48.0,50.0,7.0,7.0,157.0,159.0,132.0,139.0,72.0,74.0,474.0,488.0,3.0,21,03630000000102,A04a,242942.0,A,A04,3.0
Scheepvaarthuisbuurt,BU03630401,730.0,55.0,125.0,295.0,165.0,105.0,220.0,55.0,5.0,5.0,10.0,5.0,736.0,75.0,227.0,166.0,164.0,104.0,8.0,2.0,2.0,4.0,43.0,217.0,68.0,152.0,87.0,189.0,1.0,4.0,157.0,310.0,156.0,322.0,218.0,325.0,686.0,1298.0,,22,03630000000103,A04b,107779.0,A,A04,4.0
Rapenburg,BU03630402,985.0,100.0,210.0,360.0,235.0,95.0,340.0,175.0,15.0,10.0,25.0,15.0,991.0,144.0,321.0,200.0,233.0,93.0,22.0,10.0,13.0,15.0,120.0,334.0,137.0,207.0,97.0,185.0,2.0,7.0,187.0,354.0,214.0,387.0,320.0,428.0,955.0,1561.0,5.0,23,03630000000104,A04c,165937.0,A,A04,5.0
Kalverdriehoek,BU03630107,265.0,10.0,55.0,135.0,50.0,15.0,110.0,35.0,0.0,5.0,5.0,5.0,264.0,20.0,107.0,72.0,50.0,15.0,3.0,2.0,0.0,6.0,27.0,107.0,24.0,71.0,24.0,92.0,,4.0,91.0,214.0,60.0,177.0,131.0,261.0,330.0,815.0,2.0,10,03630000000090,A01h,60360.0,A,A01,6.0
Langestraat e.o.,BU03630200,1840.0,165.0,190.0,595.0,510.0,395.0,565.0,155.0,0.0,10.0,20.0,10.0,1843.0,225.0,323.0,397.0,507.0,391.0,18.0,9.0,1.0,7.0,125.0,557.0,231.0,444.0,391.0,642.0,2.0,5.0,418.0,919.0,517.0,1015.0,318.0,702.0,1875.0,3722.0,,11,03630000000092,A02a,123303.0,A,A02,8.0
Lastage,BU03630403,1065.0,95.0,110.0,400.0,310.0,160.0,280.0,110.0,10.0,10.0,10.0,10.0,1068.0,121.0,222.0,258.0,310.0,157.0,10.0,7.0,11.0,8.0,78.0,273.0,147.0,308.0,181.0,435.0,5.0,8.0,324.0,726.0,361.0,791.0,244.0,642.0,1257.0,2902.0,1.0,24,03630000000424,A04d,77809.0,A,A04,5.0
Nieuwmarkt,BU03630404,1630.0,125.0,150.0,425.0,535.0,405.0,400.0,235.0,10.0,15.0,65.0,10.0,1632.0,176.0,231.0,287.0,534.0,404.0,62.0,14.0,12.0,9.0,140.0,398.0,159.0,255.0,391.0,521.0,4.0,7.0,259.0,550.0,506.0,818.0,227.0,493.0,1542.0,2637.0,3.0,25,03630000000425,A04e,71274.0,A,A04,7.0
Uilenburg,BU03630405,1175.0,85.0,105.0,435.0,375.0,190.0,305.0,240.0,10.0,10.0,25.0,20.0,1179.0,114.0,197.0,307.0,374.0,187.0,26.0,9.0,10.0,18.0,183.0,299.0,118.0,361.0,182.0,591.0,9.0,16.0,324.0,674.0,387.0,1034.0,199.0,559.0,1210.0,3219.0,2.0,26,03630000000426,A04f,106902.0,A,A04,6.0
Valkenburg,BU03630406,1210.0,105.0,125.0,385.0,350.0,260.0,365.0,180.0,10.0,10.0,35.0,10.0,1212.0,137.0,242.0,229.0,348.0,256.0,36.0,9.0,9.0,10.0,119.0,359.0,144.0,221.0,269.0,349.0,5.0,10.0,232.0,432.0,352.0,550.0,248.0,360.0,1245.0,1912.0,,39,03630000000427,A04g,73586.0,A,A04,4.0
Zuiderkerkbuurt,BU03630407,1510.0,80.0,175.0,480.0,485.0,300.0,390.0,215.0,15.0,10.0,35.0,25.0,1509.0,110.0,306.0,309.0,484.0,300.0,35.0,7.0,13.0,21.0,140.0,385.0,110.0,207.0,296.0,600.0,5.0,8.0,320.0,541.0,485.0,829.0,305.0,507.0,1516.0,2684.0,3.0,40,03630000000428,A04h,91024.0,A,A04,11.0
Waterloopleinbuurt,BU03630408,875.0,80.0,85.0,310.0,260.0,155.0,240.0,140.0,10.0,10.0,25.0,5.0,875.0,95.0,169.0,203.0,256.0,152.0,24.0,7.0,8.0,6.0,94.0,240.0,94.0,142.0,157.0,306.0,4.0,39.0,207.0,405.0,258.0,524.0,178.0,299.0,894.0,1676.0,,41,03630000000429,A04i,129562.0,A,A04,5.0
Westerdokseiland,BU03630500,1915.0,290.0,145.0,560.0,570.0,365.0,420.0,470.0,50.0,15.0,145.0,30.0,1920.0,354.0,173.0,460.0,569.0,364.0,143.0,18.0,49.0,27.0,237.0,416.0,348.0,471.0,381.0,507.0,23.0,36.0,463.0,621.0,574.0,798.0,172.0,297.0,1938.0,2694.0,15.0,416,03630000000430,A05a,337777.0,A,A05,18.0
Haarlemmerbuurt Oost,BU03630501,1510.0,130.0,155.0,575.0,425.0,240.0,400.0,220.0,25.0,5.0,35.0,15.0,1513.0,180.0,303.0,369.0,423.0,238.0,35.0,5.0,22.0,13.0,145.0,398.0,207.0,328.0,226.0,419.0,12.0,14.0,394.0,656.0,443.0,767.0,327.0,541.0,1597.0,2711.0,2.0,27,03630000000431,A05b,101365.0,A,A05,2.0
Haarlemmerbuurt West,BU03630502,2480.0,235.0,250.0,840.0,740.0,425.0,625.0,470.0,80.0,25.0,95.0,35.0,2481.0,330.0,440.0,552.0,736.0,423.0,96.0,25.0,77.0,32.0,240.0,622.0,299.0,454.0,392.0,593.0,36.0,42.0,492.0,862.0,668.0,1118.0,401.0,633.0,2252.0,3660.0,1.0,28,03630000000432,A05c,117354.0,A,A05,5.0
Leliegracht e.o.,BU03630201,1810.0,140.0,345.0,600.0,460.0,275.0,645.0,230.0,5.0,15.0,15.0,20.0,1810.0,208.0,485.0,387.0,457.0,273.0,12.0,12.0,4.0,17.0,194.0,638.0,198.0,374.0,274.0,548.0,1.0,6.0,375.0,814.0,450.0,898.0,502.0,813.0,1799.0,3447.0,6.0,415,03630000000093,A02b,173442.0,A,A02,8.0
Planciusbuurt Zuid,BU03630506,155.0,15.0,10.0,55.0,65.0,25.0,30.0,35.0,5.0,5.0,15.0,0.0,156.0,15.0,20.0,37.0,62.0,22.0,12.0,3.0,3.0,0.0,17.0,28.0,1.0,46.0,8.0,151.0,,9.0,4.0,103.0,12.0,183.0,5.0,95.0,30.0,578.0,,31,03630023753951,A05g,17346.0,A,A05,
Westelijke eilanden,BU03630503,2905.0,305.0,285.0,885.0,945.0,495.0,725.0,420.0,50.0,20.0,70.0,15.0,2907.0,404.0,470.0,597.0,944.0,492.0,70.0,18.0,51.0,13.0,275.0,713.0,403.0,672.0,470.0,759.0,16.0,92.0,561.0,1129.0,915.0,1422.0,428.0,755.0,2777.0,4737.0,4.0,29,03630000000433,A05d,216560.0,A,A05,19.0
Driehoekbuurt,BU03630600,2720.0,230.0,240.0,1115.0,755.0,390.0,730.0,355.0,35.0,20.0,50.0,20.0,2722.0,283.0,565.0,731.0,754.0,389.0,51.0,21.0,34.0,20.0,230.0,724.0,318.0,600.0,425.0,835.0,24.0,47.0,844.0,1318.0,872.0,1522.0,642.0,1016.0,3101.0,5291.0,2.0,32,03630000000498,A06a,106085.0,A,A06,7.0
Planciusbuurt Noord,BU03630505,335.0,20.0,20.0,195.0,80.0,30.0,105.0,55.0,5.0,5.0,15.0,5.0,336.0,24.0,62.0,144.0,79.0,27.0,14.0,6.0,2.0,2.0,30.0,105.0,25.0,132.0,45.0,147.0,4.0,13.0,169.0,412.0,103.0,340.0,102.0,263.0,444.0,1294.0,,30,03630023753950,A05f,24120.0,A,A05,4.0
Bloemgrachtbuurt,BU03630602,2925.0,290.0,295.0,1080.0,785.0,490.0,830.0,355.0,35.0,25.0,45.0,40.0,2933.0,397.0,528.0,738.0,783.0,487.0,43.0,24.0,32.0,39.0,219.0,830.0,391.0,594.0,486.0,787.0,16.0,28.0,742.0,1237.0,776.0,1328.0,564.0,1012.0,2959.0,4958.0,6.0,33,03630000000500,A06c,127086.0,A,A06,10.0
Zaagpoortbuurt,BU03630604,935.0,50.0,110.0,515.0,200.0,75.0,260.0,225.0,35.0,15.0,55.0,15.0,939.0,59.0,283.0,327.0,198.0,72.0,52.0,14.0,36.0,14.0,133.0,233.0,33.0,219.0,62.0,350.0,13.0,29.0,154.0,680.0,129.0,596.0,125.0,535.0,503.0,2380.0,,35,03630000000502,A06e,37945.0,A,A06,3.0
Marnixbuurt Noord,BU03630603,1465.0,125.0,130.0,545.0,430.0,250.0,340.0,315.0,50.0,10.0,85.0,25.0,1468.0,169.0,262.0,363.0,428.0,246.0,82.0,9.0,50.0,25.0,146.0,340.0,135.0,410.0,178.0,612.0,18.0,66.0,321.0,893.0,363.0,1061.0,222.0,629.0,1219.0,3605.0,2.0,34,03630000000501,A06d,72098.0,A,A06,8.0
Marnixbuurt Midden,BU03630605,190.0,15.0,25.0,115.0,30.0,15.0,55.0,35.0,0.0,5.0,10.0,5.0,194.0,21.0,56.0,73.0,30.0,14.0,7.0,2.0,1.0,2.0,23.0,56.0,19.0,110.0,11.0,156.0,1.0,17.0,58.0,284.0,24.0,223.0,46.0,228.0,158.0,1001.0,,36,03630000000503,A06f,21592.0,A,A06,
Elandsgrachtbuurt,BU03630606,4325.0,355.0,400.0,1650.0,1215.0,720.0,1225.0,625.0,90.0,45.0,100.0,55.0,4330.0,484.0,817.0,1097.0,1215.0,717.0,102.0,44.0,91.0,56.0,342.0,1218.0,467.0,654.0,680.0,962.0,37.0,53.0,1055.0,1532.0,1132.0,1629.0,782.0,1233.0,4116.0,6010.0,7.0,37,03630000000504,A06g,207916.0,A,A06,17.0
Passeerdersgrachtbuurt,BU03630607,860.0,55.0,80.0,315.0,250.0,175.0,245.0,110.0,10.0,15.0,15.0,15.0,864.0,74.0,156.0,213.0,250.0,171.0,14.0,15.0,9.0,12.0,60.0,244.0,70.0,120.0,174.0,326.0,3.0,12.0,219.0,407.0,241.0,396.0,165.0,336.0,869.0,1585.0,,38,03630000000505,A06h,54676.0,A,A06,1.0
