index,Buurtcode,ois_totalpop,ois_children,ois_students,ois_mobadults,ois_nmobadults,ois_elderly,ois_sur,ois_ant,ois_mar,ois_tur,ois_wester,ois_nonwes,ois_gc_2018_children,ois_gc1_2018_children,ois_gc_2018_elderly,ois_gc1_2018_elderly,ois_gc_2018_mar,ois_gc1_2018_mar,ois_gc_2018_mobadults,ois_gc1_2018_mobadults,ois_gc_2018_nmobadults,ois_gc1_2018_nmobadults,ois_gc_2018_students,ois_gc1_2018_students,ois_gc_2018_sur,ois_gc1_2018_sur,ois_gc_2018_totalpop,ois_gc1_2018_totalpop,ois_gc_2018_tur,id,ois_gc1_2018_tur,Buurtnaam,Wijkcode,Stadsdeelc,Oppervlakt,BuurtID,sdnaam,gebiedcode,gebiednaam,totalpop,Children,Students,MobileAdul,NotMobileA,Elderly,l10_sur,l10_ant,l10_tur,l10_mar,l10_wester,l10_nonwes,autoch,ois_gc2_l1_totalpop,ois_gc2_l2_children,ois_gc2_l3_students,ois_gc2_l4_mobile_adults,ois_gc2_l5_not_mobile_adults,ois_gc2_l6_elderly,ois_gc2_tur,ois_gc2_mar,ois_gc2_ant,ois_gc2_sur
249,K90i,1018,188,103,152,250,325,17,6,8,6,109,307,188,231,304,406,5,9,151,240,243,325,111,175,11,19,997,1377,6,249,7,Buitenveldert West Midden,K90,K,270261,3.63002E+12,K Zuid,K90i Buitenveldert West Midden,Buitenveldert West Midden,1018,188,103,152,250,325,17,6,6,8,109,307,565,990.5401558,185.2213043,118.8946943,156.9421385,237.0044697,292.4775489,4.860710505,5.744516834,3.124631477,11.11364016
250,K90j,23,0,9,9,5,0,0,0,0,1,2,16,0,13,0,16,,,9,35,5,34,9,31,,1,23,129,1,250,1,Zuiderhof,K90,K,207794,3.63002E+12,K Zuid,K90j Zuiderhof,Zuiderhof,23,0,9,9,5,0,0,0,1,0,2,16,4,23.84976811,0.104216844,9.176366966,9.208433687,5.232483728,0.128266884,1,,,0.00801668
251,K91a,782,87,82,186,142,285,30,8,12,11,106,209,89,182,289,366,1,4,189,277,142,212,83,624,19,29,792,1661,10,251,19,De Klenckebuurt,K91,K,139039,3.63E+12,K Zuid,K91a De Klenckebuurt,De Klenckebuurt,782,87,82,186,142,285,30,8,11,12,106,209,406,764.645778,85.59411323,115.1874886,168.852751,133.3269055,261.6845197,8.891927889,1.317422196,5.418446537,17.52548922
252,K91b,3245,479,455,701,670,940,168,40,94,101,641,684,465,609,915,1230,41,44,670,901,662,861,449,544,106,130,3161,4145,56,252,69,Buitenveldert Oost Midden,K91,K,298608,3.63E+12,K Zuid,K91b Buitenveldert Oost Midden,Buitenveldert Oost Midden,3245,479,455,701,670,940,168,40,101,94,641,684,1517,3346.766709,494.4467844,464.8497047,720.2905966,700.3110383,966.8685852,57.85797222,41.59761286,26.541214,108.7588295
253,K91c,3882,579,744,802,775,982,85,38,76,53,789,1094,589,636,993,1095,35,37,835,908,789,836,750,781,63,69,3956,4256,29,253,42,Buitenveldert Zuidoost,K91,K,643454,3.63E+12,K Zuid,K91c Buitenveldert Zuidoost,Buitenveldert Zuidoost,3882,579,744,802,775,982,85,38,53,76,789,1094,1747,3887.995951,576.991396,730.7016603,816.2130657,774.785966,989.3038635,29.74429108,34.88160125,25.78329272,62.69826929
254,M27a,2006,292,524,616,419,155,47,15,35,16,147,489,300,374,176,265,19,40,614,855,456,598,514,801,39,65,2060,2893,10,254,25,Swammerdambuurt,M27,M,141028,3.63E+12,M Oost,M27a Swammerdambuurt,Swammerdambuurt,2006,292,524,616,419,155,47,15,16,35,147,489,1257,2071.269697,290.0323319,538.2648349,618.4876152,447.4049805,177.0799341,13.67903975,21.78853654,6.972899579,43.13280392
255,M27b,3304,495,728,998,731,352,120,25,142,56,299,717,497,634,336,457,54,93,985,1315,702,952,721,1015,75,117,3241,4373,28,255,54,Weesperzijde Midden/Zuid,M27,M,236437,3.63E+12,M Oost,M27b Weesperzijde Midden/Zuid,Weesperzijde Midden/Zuid,3304,495,728,998,731,352,120,25,56,142,299,717,1945,3192.142052,495.9532302,696.8860767,961.3747625,699.8722069,338.0557753,30.59415868,54.98550657,15.15605628,79.14748115
256,M28c,3779,650,682,1050,953,444,220,26,330,123,367,776,627,934,429,613,164,286,1041,1492,948,1325,666,1032,150,236,3711,5396,86,256,160,Oosterparkbuurt Zuidoost,M28,M,157617,3.63E+12,M Oost,M28c Oosterparkbuurt Zuidoost,Oosterparkbuurt Zuidoost,3779,650,682,1050,953,444,220,26,123,330,367,776,1937,3515.892702,605.1611863,627.4348383,968.444285,903.8050259,411.0473663,84.36942482,157.9894608,18.18945031,144.2817697
257,M28d,3091,526,525,907,794,339,324,33,423,222,432,472,529,754,316,540,203,326,896,1350,779,1164,522,976,233,329,3042,4784,129,257,184,Oosterparkbuurt Zuidwest,M28,M,121919,3.63E+12,M Oost,M28d Oosterparkbuurt Zuidwest,Oosterparkbuurt Zuidwest,3091,526,525,907,794,339,324,33,222,423,432,472,1185,2933.348226,509.8451097,518.4477515,854.520202,742.4271668,308.1079963,118.6561076,187.4526447,22.92671203,219.9175267
258,M29a,4344,649,939,1110,1010,636,341,49,501,312,498,743,698,932,640,845,300,406,1123,1573,1071,1467,1015,1434,252,334,4547,6251,186,258,249,Dapperbuurt Noord,M29,M,211178,3.63E+12,M Oost,M29a Dapperbuurt Noord,Dapperbuurt Noord,4344,649,939,1110,1010,636,341,49,312,501,498,743,1900,4616.103387,699.8454339,1014.945653,1161.993722,1083.731577,655.587001,192.7805122,298.703582,38.75408759,259.5234928
259,M29b,3819,579,891,952,969,428,295,40,481,237,424,617,565,748,424,570,257,358,941,1355,946,1238,840,1289,204,256,3716,5200,145,259,176,Dapperbuurt Zuid,M29,M,174040,3.63E+12,M Oost,M29b Dapperbuurt Zuid,Dapperbuurt Zuid,3819,579,891,952,969,428,295,40,237,481,424,617,1725,3732.415001,560.2103452,858.4713733,954.6055824,940.496375,418.631325,138.6697292,264.1237189,27.68030268,200.1732857
260,M30a,4154,696,877,1065,1034,482,373,34,667,284,483,609,645,1134,468,653,337,543,993,1574,975,1435,838,1479,257,387,3919,6275,161,260,237,Transvaalbuurt West,M30,M,179095,3.63E+12,M Oost,M30a Transvaalbuurt West,Transvaalbuurt West,4154,696,877,1065,1034,482,373,34,284,667,483,609,1704,3977.307413,670.377234,846.3002662,1020.043162,983.901757,456.6849937,161.6425602,350.7621603,20.45633801,256.337672
261,M30b,5106,992,1127,1320,1162,505,384,68,863,354,582,751,994,1254,486,662,413,480,1293,1829,1145,1542,1085,1490,270,350,5003,6777,212,261,239,Transvaalbuurt Oost,M30,M,199552,3.63E+12,M Oost,M30b Transvaalbuurt Oost,Transvaalbuurt Oost,5106,992,1127,1320,1162,505,384,68,354,863,582,751,2104,4957.010718,960.897266,1096.924064,1300.973532,1120.624392,477.5914634,201.284667,395.3035224,36.91083605,261.5503151
262,M31a,3871,583,893,1381,758,256,212,43,418,150,423,844,495,820,237,351,186,312,1163,2039,659,1071,662,1498,129,196,3216,5779,77,262,141,Noordwestkwadrant Indische buurt Noord,M31,M,176071,3.63E+12,M Oost,M31a Noordwestkwadrant Indische Buurt Noord,Noordwestkwadrant Indische Buurt Noord,3871,583,893,1381,758,256,212,43,150,418,423,844,1781,3738.455425,558.1795571,875.3427973,1336.571506,718.0623792,250.2991852,89.97852103,206.8044921,20.5015522,135.8502107
263,M31b,4650,741,1182,1445,908,374,312,61,699,290,516,827,784,996,388,530,374,523,1628,1864,951,1162,1353,1536,213,298,5104,6088,172,263,232,Noordwestkwadrant Indische buurt Zuid,M31,M,145583,3.63E+12,M Oost,M31b Noordwestkwadrant Indische Buurt Zuid,Noordwestkwadrant Indische Buurt Zuid,4650,741,1182,1445,908,374,312,61,290,699,516,827,1945,4441.448597,716.4523305,1100.319903,1405.681501,864.5378611,354.4570022,155.8508178,350.4910212,31.5394288,200.0949
264,M31c,4105,865,688,1001,994,557,415,39,1104,482,546,497,767,1202,513,801,536,803,883,1508,921,1477,646,1060,289,464,3730,6048,250,264,376,Zuidwestkwadrant Indische buurt,M31,M,159598,3.63E+12,M Oost,M31c Zuidwestkwadrant Indische Buurt,Zuidwestkwadrant Indische Buurt,4105,865,688,1001,994,557,415,39,482,1104,546,497,1022,3746.488233,770.0323036,647.095882,893.2085917,926.2138923,509.9375635,252.2983939,529.1199015,24.53409274,289.0778795
265,M32b,3610,764,649,931,894,372,274,39,876,434,435,489,757,1033,366,569,372,599,940,1216,863,1221,643,848,212,322,3569,4887,230,265,338,Zuidoostkwadrant Indische buurt,M32,M,140392,3.63E+12,M Oost,M32b Zuidoostkwadrant Indische Buurt,Zuidoostkwadrant Indische Buurt,3610,764,649,931,894,372,274,39,434,876,435,489,1063,3208.143111,685.4177216,572.0324184,823.913011,792.9023917,333.8775679,219.4104817,355.1591813,24.10951064,194.7809913
266,M32c,450,91,46,95,162,56,28,7,38,18,28,70,87,124,52,269,21,30,66,135,136,252,31,70,14,52,372,850,12,266,24,Zeeburgerdijk Oost,M32,M,126960,3.63E+12,M Oost,M32c Zeeburgerdijk Oost,Zeeburgerdijk Oost,450,91,46,95,162,56,28,7,18,38,28,70,261,428.5672154,94.22671796,37.94183943,79.65458427,153.6867473,63.05732642,13.23768962,21.5357574,4.509301879,15.56784287
267,M32d,17,3,7,0,7,0,0,0,0,0,1,5,32,203,18,99,26,98,41,320,46,198,23,216,9,44,160,1036,7,267,47,Flevopark,M32,M,760168,3.63E+12,M Oost,M32d Flevopark,Flevopark,17,3,7,0,7,0,0,0,0,0,1,5,11,247.6411862,60.47572871,33.89950604,62.10047942,62.04375901,29.12171306,13.07611652,33.43148743,3.508613602,12.34349741
268,M33a,1471,258,214,551,368,80,74,8,100,34,232,381,259,292,81,128,34,37,559,644,364,450,218,337,48,64,1481,1851,25,268,25,Oostelijke Handelskade,M33,M,357537,3.63E+12,M Oost,M33a Oostelijke Handelskade,Oostelijke Handelskade,1471,258,214,551,368,80,74,8,34,100,232,381,642,1583.81088,264.1179754,262.8626286,582.5633629,383.0709717,91.19594104,25,34.62044648,7.939995223,51.69310167
269,M33c,3087,590,274,701,1118,404,96,27,62,45,225,578,591,596,408,410,21,21,701,703,1120,1128,277,279,58,58,3097,3116,29,269,29,Java-eiland,M33,M,713330,3.63E+12,M Oost,M33c Java-eiland,Java-eiland,3087,590,274,701,1118,404,96,27,45,62,225,578,2054,3069.120534,586.6256175,275.395455,698.0644843,1108.935835,400.0991429,28.76974884,20.96710698,11.59003398,58
270,M33e,2743,765,324,463,1079,112,107,28,41,43,171,516,742,1000,107,236,17,43,441,656,1049,1392,320,434,56,92,2659,3718,18,270,28,Sporenburg,M33,M,364420,3.63E+12,M Oost,M33e Sporenburg,Sporenburg,2743,765,324,463,1079,112,107,28,43,41,171,516,1837,2784.672333,765.415946,334.4156057,474.9703061,1085.095908,124.7745668,18.24611506,17.80740501,14.64185758,57.92058616
271,M33f,2837,826,258,661,943,149,101,31,150,33,190,476,830,1030,153,236,56,78,675,802,965,1271,261,351,55,99,2884,3690,23,271,33,Borneo,M33,M,267324,3.63E+12,M Oost,M33f Borneo,Borneo,2837,826,258,661,943,149,101,31,33,150,190,476,1856,2889.206112,830.6510796,266.8079876,672.0175802,964.8021592,154.9273056,24.12567842,58.54418019,12.66478106,59.53758219
272,M33g,1436,231,244,304,495,162,131,27,132,48,201,283,284,433,215,235,68,78,320,476,569,724,267,440,128,141,1655,2308,32,272,39,Entrepot-Noordwest,M33,M,127416,3.63E+12,M Oost,M33g Entrepot-Noordwest,Entrepot-Noordwest,1436,231,244,304,495,162,131,27,48,132,201,283,614,1459.914146,254.7154827,240.4051368,291.6096521,498.73965,174.4442239,28.19728303,58.1779376,14.41905551,108.3256709
273,M33k,157,29,22,44,39,23,2,0,0,0,9,36,41,244,25,173,2,65,86,415,80,475,39,269,2,93,271,1576,8,273,51,Bedrijvengebied Zeeburgerkade,M33,M,99569,3.63E+12,M Oost,M33k Bedrijvengebied Zeeburgerkade,Bedrijvengebied Zeeburgerkade,157,29,22,44,39,23,2,0,0,0,9,36,110,510.5731385,74.21824219,85.09098773,135.7413327,158.3470395,57.17553642,16.56502252,20.12732316,6.813093333,27.61971218
274,M34c,491,96,367,20,4,4,22,15,7,8,94,122,96,135,4,11,,11,20,64,4,25,367,483,10,18,491,718,2,274,3,Zeeburgereiland Zuidoost,M34,M,500370,3.63E+12,M Oost,M34c Zeeburgereiland Zuidoost,Zeeburgereiland Zuidoost,491,96,367,20,4,4,22,15,8,7,94,122,223,506.3529621,98.75297973,368.9133433,25.19061762,8.240314156,5.255707322,2.064661462,2.379720175,8.64243687,11.10227801
275,M34d,304,22,214,23,39,6,2,2,1,0,13,58,22,24,6,6,,,23,26,39,39,214,214,1,1,304,309,,275,,Zeeburgereiland Zuidwest,M34,M,276071,3.63E+12,M Oost,M34d Zeeburgereiland Zuidwest,Zeeburgereiland Zuidwest,304,22,214,23,39,6,2,2,0,1,13,58,228,300.9630074,22.19934005,211.7790304,23.27794653,37.88070673,5.825983667,,,3,1
276,M35b,2663,1009,221,529,809,95,203,47,208,59,309,334,1009,1065,95,105,77,91,529,604,809,867,221,255,117,129,2663,2896,26,276,35,Steigereiland Zuid,M35,M,403603,3.63E+12,M Oost,M35b Steigereiland Zuid,Steigereiland Zuid,2663,1009,221,529,809,95,203,47,59,208,309,334,1503,2694.467057,1015.063229,225.7393684,540.5951218,816.7775982,96.29173932,27.52134808,79.16007078,22.65889666,117.9320825
277,M35c,2822,1053,177,478,974,140,187,27,74,52,254,479,991,1577,125,259,22,100,422,971,905,1362,155,431,74,192,2598,4600,25,277,68,Haveneiland Zuidwest/Rieteiland West,M35,M,441211,3.63E+12,M Oost,M35c Haveneiland Zuidwest/Rieteiland West,Haveneiland Zuidwest/Rieteiland West,2822,1053,177,478,974,140,187,27,52,74,254,479,1749,2919.720146,1085.480205,203.3413435,514.3923995,972.3667935,144.1394045,33.00248503,36.56683775,13.17391614,94.96052808
278,M35e,2835,735,528,702,664,206,218,53,222,106,487,555,727,950,204,237,86,96,678,918,636,837,510,558,119,138,2755,3500,56,278,64,Haveneiland Noordwest,M35,M,667584,3.63002E+12,M Oost,M35e Haveneiland Noordwest,Haveneiland Noordwest,2835,735,528,702,664,206,218,53,106,222,487,555,1194,2762.441324,737.1464336,487.7673948,686.9277775,652.8577432,197.7419752,54.5748258,82.55571858,23.29957154,117.8707095
279,M35f,5603,1902,586,1470,1403,242,578,69,661,206,799,931,1928,2259,250,299,236,244,1507,1742,1474,1791,612,778,338,359,5771,6869,100,279,114,Haveneiland Noordoost,M35,M,841055,3.63002E+12,M Oost,M35f Haveneiland Noordoost,Haveneiland Noordoost,5603,1902,586,1470,1403,242,578,69,206,661,799,931,2359,5507.391206,1848.642046,590.5646248,1423.82047,1405.411365,238.9526999,96.12729854,226.3601858,37.61345438,320.2370338
280,M50a,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,280,,Strandeiland,M50,M,704640,3.63E+12,M Oost,M50a Strandeiland,Strandeiland,,,,,,,,,,,,,,,,,,,,,,,
281,M50b,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,281,,Middeneiland Zuidoost,M50,M,190798,3.63002E+12,M Oost,M50b Middeneiland Zuidoost,Middeneiland Zuidoost,,,,,,,,,,,,,,,,,,,,,,,
282,M50c,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,282,,Middeneiland Noordoost,M50,M,739358,3.63002E+12,M Oost,M50c Middeneiland Noordoost,Middeneiland Noordoost,,,,,,,,,,,,,,,,,,,,,,,
283,M50d,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,283,,Middeneiland Zuidwest,M50,M,200736,3.63002E+12,M Oost,M50d Middeneiland Zuidwest,Middeneiland Zuidwest,,,,,,,,,,,,,,,,,,,,,,,
284,M50e,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,284,,Middeneiland Noordwest,M50,M,450324,3.63002E+12,M Oost,M50e Middeneiland Noordwest,Middeneiland Noordwest,,,,,,,,,,,,,,,,,,,,,,,
285,M34f,2761,499,880,858,389,135,169,34,95,83,474,621,459,548,132,135,35,37,827,867,360,389,851,1051,77,95,2629,2990,40,285,41,RI Oost terrein,M34,M,421926,3.63002E+12,M Oost,M34f RI Oost terrein,RI Oost terrein,2761,499,880,858,389,135,169,34,83,95,474,621,1285,2598.496498,464.8295789,837.7756088,807.7320808,358.4714808,129.6877487,38.39321873,32.86990121,19.35596196,77.63709269
286,M34g,,,,,,,,,,,,,40,112,3,14,2,15,31,119,29,74,29,126,10,17,132,445,1,286,2,Zeeburgereiland Noordoost,M34,M,542315,3.63002E+12,M Oost,M34g Zeeburgereiland Noordoost,Zeeburgereiland Noordoost,,,,,,,,,,,,,,89.26074583,26.54339883,20.37377746,21.11405395,19.08628088,2.143234714,0.679033179,1.396398213,0.647620763,6.397953841
287,M55d,2139,472,335,556,517,259,65,21,138,20,159,379,481,682,279,446,74,117,601,867,545,832,377,595,42,92,2283,3422,17,287,36,Don Bosco,M55,M,162562,3.63E+12,M Oost,M55d Don Bosco,Don Bosco,2139,472,335,556,517,259,65,21,20,138,159,379,1357,2078.224949,452.8575319,327.9239292,533.6247132,507.5965648,256.2222102,17.02837588,71.78873418,11.20870174,42.53629438
288,M55e,10,0,3,1,5,1,0,0,0,0,1,1,9,199,8,178,1,17,17,244,10,277,8,216,,24,52,1114,1,288,10,Frankendael,M55,M,290463,3.63E+12,M Oost,M55e Frankendael,Frankendael,10,0,3,1,5,1,0,0,0,0,1,1,8,263.8588536,42.47398342,51.55675348,61.70000776,63.86950535,44.25860358,3.009723618,5.003622304,0.674407148,3.213331533
289,M55f,853,148,104,139,265,197,86,18,96,37,130,99,138,254,177,355,48,60,141,313,255,398,105,287,57,72,816,1607,21,289,27,Tuindorp Amstelstation,M55,M,110031,3.63E+12,M Oost,M55f Tuindorp Amstelstation,Tuindorp Amstelstation,853,148,104,139,265,197,86,18,37,96,130,99,387,858.7122971,146.393203,105.9471958,144.6306544,262.0508012,199.6904426,20.96941417,47.80767832,9.486097708,56.39318892
290,M55g,1852,387,195,316,547,407,84,9,76,27,137,244,382,433,402,440,43,52,312,355,542,629,193,227,62,81,1831,2084,14,290,16,De Wetbuurt,M55,M,287640,3.63E+12,M Oost,M55g De Wetbuurt,De Wetbuurt,1852,387,195,316,547,407,84,9,27,76,137,244,1275,1797.355238,375.4738538,191.8390909,307.6074771,535.5982,386.8366165,14.02679094,42.1798832,2.08767288,62.687673
291,M55h,2393,390,243,568,641,551,176,28,174,55,234,379,442,583,561,682,74,81,592,749,673,816,251,344,123,136,2519,3174,28,291,31,Tuindorp Frankendael,M55,M,360598,3.63E+12,M Oost,M55h Tuindorp Frankendael,Tuindorp Frankendael,2393,390,243,568,641,551,176,28,55,174,234,379,1347,2398.778857,408.2340433,233.5078093,570.8858284,640.2838463,545.8673296,27.58172669,73.37423096,18.63700498,122.2100105
292,M55i,615,121,152,135,126,81,72,12,130,20,109,102,121,140,81,92,69,70,136,204,126,189,152,173,50,51,616,798,13,292,18,Van der Kunbuurt,M55,M,90541,3.63002E+12,M Oost,M55i Van der Kunbuurt,Van der Kunbuurt,615,121,152,135,126,81,72,12,20,130,109,102,170,623.7857394,120.5741936,148.741557,140.5865467,131.9968387,81.88660337,13.36807568,66.60048949,10.00165648,48.38204614
293,M56a,2672,589,402,619,701,361,42,17,21,22,159,534,541,1065,333,563,9,23,539,1059,659,1166,353,639,17,40,2425,4492,8,293,22,Linnaeusparkbuurt,M56,M,178133,3.63E+12,M Oost,M56a Linnaeusparkbuurt,Linnaeusparkbuurt,2672,589,402,619,701,361,42,17,22,21,159,534,1877,2597.97448,593.8559284,376.5367742,597.866532,698.6205615,331.0946842,9.433566811,10.84356853,3.590117329,18.30502871
294,M56b,2934,745,434,557,825,373,59,10,90,26,132,483,741,1172,388,587,48,51,549,893,825,1243,428,596,32,37,2931,4491,18,294,20,Middenmeer Noord,M56,M,185597,3.63E+12,M Oost,M56b Middenmeer Noord,Middenmeer Noord,2934,745,434,557,825,373,59,10,26,90,132,483,2134,2852.66848,721.0777789,414.7710564,538.5720735,797.1754739,381.0720971,16.5016428,46.02914575,6.038696511,28.54335646
295,M50f,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,295,,Buiteneiland,M50,M,2213662,3.63002E+12,M Oost,M50f Buiteneiland,Buiteneiland,,,,,,,,,,,,,,,,,,,,,,,
296,M50g,,,,,,,,,,,,,12,128,0,17,,17,8,124,7,93,2,59,1,30,29,421,,296,4,Centrumeiland,M50,M,486387,3.63002E+12,M Oost,M50g Centrumeiland,Centrumeiland,,,,,,,,,,,,,,37.5970118,11.67326931,4.955041429,13.07853284,7.21177514,0.678393079,0.050033876,0.262931858,0.527274628,1.239809882
297,M51a,328,147,11,62,102,6,3,4,0,4,26,50,147,181,6,13,,,62,80,102,126,11,14,1,2,328,414,1,297,1,Rieteiland Oost,M51,M,206373,3.63E+12,M Oost,M51a Rieteiland Oost,Rieteiland Oost,328,147,11,62,102,6,3,4,4,0,26,50,241,333.5696512,149.710225,11.06748955,62.89504424,103.7312178,6.165674618,1,,2.093880764,1.093880764
298,M51b,6091,2349,510,1677,1385,170,430,83,600,236,793,973,2334,2600,170,261,194,240,1672,1913,1379,1603,514,636,235,315,6069,7013,111,298,130,Haveneiland Oost,M51,M,601997,3.63E+12,M Oost,M51b Haveneiland Oost,Haveneiland Oost,6091,2349,510,1677,1385,170,430,83,236,600,793,973,2976,6112.18852,2332.524681,521.8881154,1686.816223,1384.276429,186.6830712,112.1964993,199.8195777,41.07468444,243.5436137
299,M51c,1834,517,270,554,374,119,253,30,267,127,286,279,564,944,128,164,101,147,594,949,399,672,278,491,160,239,1963,3220,48,299,58,Haveneiland Noord,M51,M,147458,3.63E+12,M Oost,M51c Haveneiland Noord,Haveneiland Noord,1834,517,270,554,374,119,253,30,127,267,286,279,592,1823.226056,530.8343253,261.6258747,552.8033382,370.3847174,107.5777999,44.00453031,93.27458585,16.03564146,148.7571722
300,N68f,1612,512,162,310,421,207,122,19,278,210,236,207,508,622,224,340,132,157,312,421,409,535,168,234,86,107,1621,2152,93,300,125,Werengouw Zuid,N68,N,220895,3.63E+12,N Noord,N68f Werengouw Zuid,Werengouw Zuid,1612,512,162,310,421,207,122,19,210,278,236,207,540,1489.983482,473.6065519,151.7060401,288.0079461,375.268476,201.394468,85.06136101,121.047624,11.88657861,76.00737531
301,M56d,305,32,17,39,72,145,7,1,1,1,3,41,41,240,148,245,1,15,52,242,77,325,34,187,8,29,352,1239,1,301,5,Sportpark Middenmeer Zuid,M56,M,211342,3.63E+12,M Oost,M56d Sportpark Middenmeer Zuid,Sportpark Middenmeer Zuid,305,32,17,39,72,145,7,1,1,1,3,41,251,339.736186,45.35483303,34.05142549,55.69106299,78.41261173,126.2262528,0.659334277,0.575451023,1.021816891,8.085503063
302,M56e,250,36,212,0,2,0,11,4,13,2,136,11,40,69,2,20,1,2,11,52,10,38,202,235,4,5,265,414,,302,,Sportpark Middenmeer Noord,M56,M,251010,3.63E+12,M Oost,M56e Sportpark Middenmeer Noord,Sportpark Middenmeer Noord,250,36,212,0,2,0,11,4,2,13,136,11,73,273.5006867,43.3385225,186.0672086,21.1753952,15.71187614,7.207684305,,1.003698974,1.494814413,3.106088445
303,M56f,1651,333,224,237,627,230,98,16,96,39,169,246,317,387,201,318,26,55,218,311,571,713,211,277,58,77,1518,2006,14,303,25,Park de Meer,M56,M,263651,3.63E+12,M Oost,M56f Park De Meer,Park De Meer,1651,333,224,237,627,230,98,16,39,96,169,246,987,1602.729421,328.3181379,222.4768929,235.031961,595.6701752,221.2322537,18.44001128,37.54109817,7.153785423,63.50087006
304,M56h,2671,550,1354,483,235,49,72,24,37,39,402,964,571,810,56,159,14,69,519,813,258,492,1371,1613,35,82,2775,3887,21,304,42,Science Park Noord,M56,M,417848,3.63E+12,M Oost,M56h Science Park Noord,Science Park Noord,2671,550,1354,483,235,49,72,24,39,37,402,964,1133,2866.652386,589.8696291,1376.294316,543.8456454,285.7385593,70.90423593,23.01393655,25.120906,15.66096772,41.12130201
305,M57a,3257,537,348,688,892,792,224,30,199,59,344,410,542,636,820,868,107,129,701,751,937,1055,360,399,154,181,3360,3709,36,305,43,Betondorp,M57,M,457979,3.63E+12,M Oost,M57a Betondorp,Betondorp,3257,537,348,688,892,792,224,30,59,199,344,410,1991,3211.226691,520.628349,338.7754427,678.8275746,888.3302529,784.665072,31.30719711,95.37118498,19.84621458,146.2248905
306,M57b,6,0,2,0,4,0,0,0,0,0,3,0,10,117,4,194,,10,21,133,16,195,4,96,5,34,55,735,1,306,6,Nieuwe Oosterbegraafplaats,M57,M,394104,3.63E+12,M Oost,M57b Nieuwe Oosterbegraafplaats,Nieuwe Oosterbegraafplaats,6,0,2,0,4,0,0,0,0,0,3,0,3,147.7237226,23.0860563,16.36448168,25.93027264,42.30454211,40.03836984,1.797897224,1.702646218,0.567903714,6.361870756
307,M57c,,,,,,,,,,,,,0,2,1,3,,,0,4,0,4,0,2,,1,1,15,,307,,Drieburg,M57,M,281819,3.63E+12,M Oost,M57c Drieburg,Drieburg,,,,,,,,,,,,,,2.403240682,0.119183733,0.388733156,0.507916889,0.574764146,0.812642759,,,,0.059591866
308,N65a,1157,192,104,177,315,369,40,11,63,30,93,111,184,245,343,419,30,33,171,244,309,396,105,129,25,34,1112,1433,16,308,17,Tuindorp Oostzaan West,N65,N,181537,3.63E+12,N Noord,N65a Tuindorp Oostzaan West,Tuindorp Oostzaan West,1157,192,104,177,315,369,40,11,30,63,93,111,809,1120.330179,188.1494007,99.43408776,175.2842616,308.1588761,349.3035527,16.15109651,28.57140252,5,25.73275382
309,M58e,79,17,6,14,28,14,0,0,0,0,4,14,18,21,15,21,,,14,15,33,46,6,6,,,86,109,,309,,Amstelglorie,M58,M,506330,3.63E+12,M Oost,M58e Amstelglorie,Amstelglorie,79,17,6,14,28,14,0,0,0,0,4,14,61,70.71520605,13.04743995,4.869190358,12.48154287,25.65021549,14.66681738,,,,
310,M58g,1836,211,857,505,218,45,48,27,38,35,153,315,215,226,46,58,10,10,507,554,222,235,857,968,20,21,1847,2041,15,310,18,Amstelkwartier Noord,M58,M,368220,3.63002E+12,M Oost,M58g Amstelkwartier Noord,Amstelkwartier Noord,1836,211,857,505,218,45,48,27,35,38,153,315,1220,1851.884698,214.7212932,858.9078861,511.9501133,220.4269987,45.8784067,15.03725424,10,13.98666506,19.98666506
311,M58h,734,79,115,231,181,128,8,3,0,19,104,254,83,171,128,180,,30,232,396,183,298,113,323,7,24,739,1368,13,311,21,De Omval,M58,M,147934,3.63002E+12,M Oost,M58h De Omval,De Omval,734,79,115,231,181,128,8,3,19,0,104,254,346,762.8922211,87.79041752,119.2899021,236.5902886,189.2536356,129.9679772,13.11411505,3.090562984,1.998343524,8.618383308
312,M58i,33,0,10,5,8,10,0,0,0,0,3,10,0,0,8,16,,,3,6,6,11,9,18,,,26,51,,312,,Amstelkwartier Zuid,M58,M,243471,3.63002E+12,M Oost,M58i Amstelkwartier Zuid,Amstelkwartier Zuid,33,0,10,5,8,10,0,0,0,0,3,10,20,33.17242362,0,10.40077584,3.777717725,8.254446438,10.73948362,,,,
